StudentID,SubjectName,Type,Score,Date
STU00222,Math,Core,62,2024-01-01
STU00223,Math,Core,22,2024-01-01
STU00224,Math,Core,37,2024-01-01
STU00225,Math,Core,74,2024-01-01
STU00226,Math,Core,49,2024-01-01
STU00227,Math,Core,63,2024-01-01
STU00228,Math,Core,70,2024-01-01
STU00229,Math,Core,36,2024-01-01
STU00230,Math,Core,29,2024-01-01
STU00231,Math,Core,3,2024-01-01
STU00232,Math,Core,33,2024-01-01
STU00233,Math,Core,77,2024-01-01
STU00234,Math,Core,93,2024-01-01
STU00235,Math,Core,53,2024-01-01
STU00236,Math,Core,12,2024-01-01
STU00237,Math,Core,93,2024-01-01
STU00238,Math,Core,8,2024-01-01
STU00239,Math,Core,76,2024-01-01
STU00240,Math,Core,8,2024-01-01
STU00241,Math,Core,25,2024-01-01
STU00242,Math,Core,32,2024-01-01
STU00243,Math,Core,15,2024-01-01
STU00244,Math,Core,47,2024-01-01
STU00245,Math,Core,6,2024-01-01
STU00246,Math,Core,24,2024-01-01
STU00247,Math,Core,88,2024-01-01
STU00248,Math,Core,1,2024-01-01
STU00249,Math,Core,60,2024-01-01
STU00250,Math,Core,29,2024-01-01
STU00251,Math,Core,67,2024-01-01
STU00252,Math,Core,85,2024-01-01
STU00253,Math,Core,14,2024-01-01
STU00254,Math,Core,38,2024-01-01
STU00255,Math,Core,99,2024-01-01
STU00256,Math,Core,96,2024-01-01
STU00257,Math,Core,64,2024-01-01
STU00258,Math,Core,20,2024-01-01
STU00259,Math,Core,65,2024-01-01
STU00260,Math,Core,67,2024-01-01
STU00261,Math,Core,57,2024-01-01
STU00262,Math,Core,52,2024-01-01
STU00263,Math,Core,77,2024-01-01
STU00264,Math,Core,53,2024-01-01
STU00265,Math,Core,46,2024-01-01
STU00266,Math,Core,92,2024-01-01
STU00267,Math,Core,9,2024-01-01
STU00268,Math,Core,16,2024-01-01
STU00269,Math,Core,9,2024-01-01
STU00270,Math,Core,45,2024-01-01
STU00271,Math,Core,88,2024-01-01
STU00272,Math,Core,78,2024-01-01
STU00273,Math,Core,60,2024-01-01
STU00274,Math,Core,3,2024-01-01
STU00275,Math,Core,43,2024-01-01
STU00276,Math,Core,7,2024-01-01
STU00277,Math,Core,54,2024-01-01
STU00278,Math,Core,91,2024-01-01
STU00279,Math,Core,86,2024-01-01
STU00280,Math,Core,13,2024-01-01
STU00281,Math,Core,91,2024-01-01
STU00282,Math,Core,73,2024-01-01
STU00283,Math,Core,28,2024-01-01
STU00284,Math,Core,90,2024-01-01
STU00285,Math,Core,8,2024-01-01
STU00286,Math,Core,23,2024-01-01
STU00287,Math,Core,50,2024-01-01
STU00288,Math,Core,24,2024-01-01
STU00289,Math,Core,74,2024-01-01
STU00290,Math,Core,66,2024-01-01
STU00291,Math,Core,44,2024-01-01
STU00292,Math,Core,33,2024-01-01
STU00293,Math,Core,58,2024-01-01
STU00294,Math,Core,78,2024-01-01
STU00295,Math,Core,89,2024-01-01
STU00296,Math,Core,59,2024-01-01
STU00297,Math,Core,83,2024-01-01
STU00298,Math,Core,6,2024-01-01
STU00299,Math,Core,11,2024-01-01
STU00300,Math,Core,54,2024-01-01
STU00301,Math,Core,39,2024-01-01
STU00302,Math,Core,66,2024-01-01
STU00303,Math,Core,23,2024-01-01
STU00304,Math,Core,43,2024-01-01
STU00305,Math,Core,93,2024-01-01
STU00306,Math,Core,66,2024-01-01
STU00307,Math,Core,27,2024-01-01
STU00308,Math,Core,6,2024-01-01
STU00309,Math,Core,50,2024-01-01
STU00310,Math,Core,1,2024-01-01
STU00311,Math,Core,45,2024-01-01
STU00312,Math,Core,14,2024-01-01
STU00313,Math,Core,74,2024-01-01
STU00314,Math,Core,68,2024-01-01
STU00315,Math,Core,85,2024-01-01
STU00316,Math,Core,87,2024-01-01
STU00317,Math,Core,31,2024-01-01
STU00318,Math,Core,31,2024-01-01
STU00319,Math,Core,0,2024-01-01
STU00320,Math,Core,1,2024-01-01
STU00321,Math,Core,24,2024-01-01
STU00322,Math,Core,25,2024-01-01
STU00323,Math,Core,57,2024-01-01
STU00324,Math,Core,68,2024-01-01
STU00325,Math,Core,46,2024-01-01
STU00326,Math,Core,28,2024-01-01
STU00327,Math,Core,56,2024-01-01
STU00328,Math,Core,7,2024-01-01
STU00329,Math,Core,27,2024-01-01
STU00330,Math,Core,73,2024-01-01
STU00331,Math,Core,20,2024-01-01
STU00332,Math,Core,14,2024-01-01
STU00333,Math,Core,92,2024-01-01
STU00334,Math,Core,54,2024-01-01
STU00335,Math,Core,40,2024-01-01
STU00336,Math,Core,66,2024-01-01
STU00337,Math,Core,27,2024-01-01
STU00338,Math,Core,39,2024-01-01
STU00339,Math,Core,16,2024-01-01
STU00340,Math,Core,52,2024-01-01
STU00341,Math,Core,36,2024-01-01
STU00342,Math,Core,97,2024-01-01
STU00343,Math,Core,49,2024-01-01
STU00344,Math,Core,82,2024-01-01
STU00345,Math,Core,16,2024-01-01
STU00346,Math,Core,41,2024-01-01
STU00347,Math,Core,95,2024-01-01
STU00348,Math,Core,33,2024-01-01
STU00349,Math,Core,52,2024-01-01
STU00350,Math,Core,7,2024-01-01
STU00351,Math,Core,39,2024-01-01
STU00352,Math,Core,5,2024-01-01
STU00353,Math,Core,58,2024-01-01
STU00354,Math,Core,32,2024-01-01
STU00355,Math,Core,84,2024-01-01
STU00356,Math,Core,87,2024-01-01
STU00357,Math,Core,23,2024-01-01
STU00358,Math,Core,15,2024-01-01
STU00359,Math,Core,15,2024-01-01
STU00360,Math,Core,49,2024-01-01
STU00361,Math,Core,13,2024-01-01
STU00362,Math,Core,38,2024-01-01
STU00363,Math,Core,94,2024-01-01
STU00364,Math,Core,48,2024-01-01
STU00365,Math,Core,61,2024-01-01
STU00366,Math,Core,69,2024-01-01
STU00367,Math,Core,2,2024-01-01
STU00368,Math,Core,29,2024-01-01
STU00369,Math,Core,12,2024-01-01
STU00370,Math,Core,82,2024-01-01
STU00371,Math,Core,77,2024-01-01
STU00372,Math,Core,51,2024-01-01
STU00373,Math,Core,31,2024-01-01
STU00374,Math,Core,2,2024-01-01
STU00375,Math,Core,45,2024-01-01
STU00376,Math,Core,8,2024-01-01
STU00377,Math,Core,67,2024-01-01
STU00378,Math,Core,63,2024-01-01
STU00379,Math,Core,85,2024-01-01
STU00380,Math,Core,68,2024-01-01
STU00381,Math,Core,45,2024-01-01
STU00382,Math,Core,47,2024-01-01
STU00383,Math,Core,39,2024-01-01
STU00384,Math,Core,45,2024-01-01
STU00385,Math,Core,91,2024-01-01
STU00386,Math,Core,70,2024-01-01
STU00387,Math,Core,58,2024-01-01
STU00388,Math,Core,17,2024-01-01
STU00389,Math,Core,35,2024-01-01
STU00390,Math,Core,52,2024-01-01
STU00391,Math,Core,15,2024-01-01
STU00392,Math,Core,20,2024-01-01
STU00393,Math,Core,75,2024-01-01
STU00394,Math,Core,48,2024-01-01
STU00395,Math,Core,12,2024-01-01
STU00396,Math,Core,12,2024-01-01
STU00397,Math,Core,94,2024-01-01
STU00398,Math,Core,11,2024-01-01
STU00399,Math,Core,14,2024-01-01
STU00400,Math,Core,0,2024-01-01
STU00401,Math,Core,70,2024-01-01
STU00402,Math,Core,50,2024-01-01
STU00403,Math,Core,40,2024-01-01
STU00404,Math,Core,10,2024-01-01
STU00405,Math,Core,32,2024-01-01
STU00406,Math,Core,54,2024-01-01
STU00407,Math,Core,2,2024-01-01
STU00408,Math,Core,51,2024-01-01
STU00409,Math,Core,10,2024-01-01
STU00410,Math,Core,12,2024-01-01
STU00411,Math,Core,33,2024-01-01
STU00412,Math,Core,87,2024-01-01
STU00413,Math,Core,85,2024-01-01
STU00414,Math,Core,73,2024-01-01
STU00415,Math,Core,4,2024-01-01
STU00416,Math,Core,36,2024-01-01
STU00417,Math,Core,80,2024-01-01
STU00418,Math,Core,68,2024-01-01
STU00419,Math,Core,0,2024-01-01
STU00420,Math,Core,68,2024-01-01
STU00421,Math,Core,51,2024-01-01
STU00422,Math,Core,12,2024-01-01
STU00423,Math,Core,49,2024-01-01
STU00424,Math,Core,59,2024-01-01
STU00425,Math,Core,50,2024-01-01
STU00426,Math,Core,15,2024-01-01
STU00427,Math,Core,48,2024-01-01
STU00428,Math,Core,44,2024-01-01
STU00429,Math,Core,37,2024-01-01
STU00430,Math,Core,44,2024-01-01
STU00431,Math,Core,81,2024-01-01
STU00432,Math,Core,100,2024-01-01
STU00433,Math,Core,67,2024-01-01
STU00434,Math,Core,7,2024-01-01
STU00435,Math,Core,54,2024-01-01
STU00436,Math,Core,64,2024-01-01
STU00437,Math,Core,51,2024-01-01
STU00438,Math,Core,7,2024-01-01
STU00439,Math,Core,8,2024-01-01
STU00440,Math,Core,88,2024-01-01
STU00441,Math,Core,0,2024-01-01
STU00442,Math,Core,60,2024-01-01
STU00443,Math,Core,1,2024-01-01
STU00444,Math,Core,57,2024-01-01
STU00445,Math,Core,99,2024-01-01
STU00446,Math,Core,81,2024-01-01
STU00447,Math,Core,40,2024-01-01
STU00448,Math,Core,33,2024-01-01
STU00449,Math,Core,69,2024-01-01
STU00450,Math,Core,77,2024-01-01
STU00451,Math,Core,6,2024-01-01
STU00452,Math,Core,38,2024-01-01
STU00453,Math,Core,6,2024-01-01
STU00454,Math,Core,94,2024-01-01
STU00455,Math,Core,63,2024-01-01
STU00456,Math,Core,84,2024-01-01
STU00457,Math,Core,82,2024-01-01
STU00458,Math,Core,82,2024-01-01
STU00459,Math,Core,33,2024-01-01
STU00460,Math,Core,8,2024-01-01
STU00461,Math,Core,29,2024-01-01
STU00462,Math,Core,97,2024-01-01
STU00463,Math,Core,56,2024-01-01
STU00464,Math,Core,4,2024-01-01
STU00465,Math,Core,63,2024-01-01
STU00466,Math,Core,72,2024-01-01
STU00467,Math,Core,63,2024-01-01
STU00468,Math,Core,26,2024-01-01
STU00469,Math,Core,86,2024-01-01
STU00470,Math,Core,36,2024-01-01
STU00471,Math,Core,60,2024-01-01
STU00472,Math,Core,67,2024-01-01
STU00473,Math,Core,95,2024-01-01
STU00474,Math,Core,50,2024-01-01
STU00475,Math,Core,20,2024-01-01
STU00476,Math,Core,10,2024-01-01
STU00477,Math,Core,59,2024-01-01
STU00478,Math,Core,25,2024-01-01
STU00479,Math,Core,99,2024-01-01
STU00480,Math,Core,32,2024-01-01
STU00481,Math,Core,92,2024-01-01
STU00482,Math,Core,1,2024-01-01
STU00483,Math,Core,99,2024-01-01
STU00484,Math,Core,25,2024-01-01
STU00485,Math,Core,51,2024-01-01
STU00486,Math,Core,39,2024-01-01
STU00487,Math,Core,36,2024-01-01
STU00488,Math,Core,98,2024-01-01
STU00489,Math,Core,3,2024-01-01
STU00490,Math,Core,50,2024-01-01
STU00491,Math,Core,73,2024-01-01
STU00492,Math,Core,71,2024-01-01
STU00493,Math,Core,62,2024-01-01
STU00494,Math,Core,73,2024-01-01
STU00495,Math,Core,7,2024-01-01
STU00496,Math,Core,0,2024-01-01
STU00497,Math,Core,61,2024-01-01
STU00498,Math,Core,92,2024-01-01
STU00499,Math,Core,37,2024-01-01
STU00500,Math,Core,20,2024-01-01
STU00501,Math,Core,2,2024-01-01
STU00502,Math,Core,82,2024-01-01
STU00503,Math,Core,52,2024-01-01
STU00504,Math,Core,43,2024-01-01
STU00505,Math,Core,23,2024-01-01
STU00506,Math,Core,2,2024-01-01
STU00507,Math,Core,45,2024-01-01
STU00508,Math,Core,76,2024-01-01
STU00509,Math,Core,11,2024-01-01
STU00510,Math,Core,53,2024-01-01
STU00511,Math,Core,72,2024-01-01
STU00512,Math,Core,100,2024-01-01
STU00513,Math,Core,44,2024-01-01
STU00514,Math,Core,57,2024-01-01
STU00515,Math,Core,37,2024-01-01
STU00516,Math,Core,81,2024-01-01
STU00517,Math,Core,46,2024-01-01
STU00518,Math,Core,19,2024-01-01
STU00519,Math,Core,9,2024-01-01
STU00520,Math,Core,92,2024-01-01
STU00521,Math,Core,35,2024-01-01
STU00522,Math,Core,17,2024-01-01
STU00523,Math,Core,26,2024-01-01
STU00524,Math,Core,79,2024-01-01
STU00525,Math,Core,20,2024-01-01
STU00526,Math,Core,74,2024-01-01
STU00527,Math,Core,70,2024-01-01
STU00528,Math,Core,99,2024-01-01
STU00529,Math,Core,73,2024-01-01
STU00530,Math,Core,52,2024-01-01
STU00531,Math,Core,84,2024-01-01
STU00532,Math,Core,53,2024-01-01
STU00533,Math,Core,84,2024-01-01
STU00534,Math,Core,97,2024-01-01
STU00535,Math,Core,10,2024-01-01
STU00536,Math,Core,29,2024-01-01
STU00537,Math,Core,100,2024-01-01
STU00538,Math,Core,16,2024-01-01
STU00539,Math,Core,3,2024-01-01
STU00540,Math,Core,21,2024-01-01
STU00541,Math,Core,63,2024-01-01
STU00542,Math,Core,59,2024-01-01
STU00543,Math,Core,94,2024-01-01
STU00544,Math,Core,38,2024-01-01
STU00545,Math,Core,53,2024-01-01
STU00546,Math,Core,48,2024-01-01
STU00547,Math,Core,93,2024-01-01
STU00548,Math,Core,58,2024-01-01
STU00549,Math,Core,67,2024-01-01
STU00550,Math,Core,81,2024-01-01
STU00551,Math,Core,7,2024-01-01
STU00552,Math,Core,64,2024-01-01
STU00553,Math,Core,90,2024-01-01
STU00554,Math,Core,12,2024-01-01
STU00555,Math,Core,36,2024-01-01
STU00556,Math,Core,33,2024-01-01
STU00557,Math,Core,1,2024-01-01
STU00558,Math,Core,50,2024-01-01
STU00559,Math,Core,24,2024-01-01
STU00560,Math,Core,98,2024-01-01
STU00561,Math,Core,13,2024-01-01
STU00562,Math,Core,75,2024-01-01
STU00563,Math,Core,85,2024-01-01
STU00564,Math,Core,0,2024-01-01
STU00565,Math,Core,83,2024-01-01
STU00566,Math,Core,58,2024-01-01
STU00567,Math,Core,77,2024-01-01
STU00568,Math,Core,66,2024-01-01
STU00569,Math,Core,97,2024-01-01
STU00570,Math,Core,25,2024-01-01
STU00571,Math,Core,22,2024-01-01
STU00572,Math,Core,5,2024-01-01
STU00573,Math,Core,47,2024-01-01
STU00574,Math,Core,55,2024-01-01
STU00575,Math,Core,24,2024-01-01
STU00576,Math,Core,13,2024-01-01
STU00577,Math,Core,46,2024-01-01
STU00578,Math,Core,68,2024-01-01
STU00579,Math,Core,42,2024-01-01
STU00580,Math,Core,6,2024-01-01
STU00581,Math,Core,2,2024-01-01
STU00582,Math,Core,51,2024-01-01
STU00583,Math,Core,58,2024-01-01
STU00584,Math,Core,51,2024-01-01
STU00585,Math,Core,56,2024-01-01
STU00586,Math,Core,97,2024-01-01
STU00587,Math,Core,17,2024-01-01
STU00588,Math,Core,7,2024-01-01
STU00589,Math,Core,7,2024-01-01
STU00590,Math,Core,6,2024-01-01
STU00591,Math,Core,57,2024-01-01
STU00592,Math,Core,51,2024-01-01
STU00593,Math,Core,78,2024-01-01
STU00594,Math,Core,62,2024-01-01
STU00595,Math,Core,41,2024-01-01
STU00596,Math,Core,13,2024-01-01
STU00597,Math,Core,21,2024-01-01
STU00598,Math,Core,24,2024-01-01
STU00599,Math,Core,8,2024-01-01
STU00600,Math,Core,17,2024-01-01
STU00601,Math,Core,24,2024-01-01
STU00602,Math,Core,50,2024-01-01
STU00603,Math,Core,57,2024-01-01
STU00604,Math,Core,33,2024-01-01
STU00605,Math,Core,84,2024-01-01
STU00606,Math,Core,17,2024-01-01
STU00607,Math,Core,47,2024-01-01
STU00608,Math,Core,16,2024-01-01
STU00609,Math,Core,55,2024-01-01
STU00610,Math,Core,21,2024-01-01
STU00611,Math,Core,31,2024-01-01
STU00612,Math,Core,39,2024-01-01
STU00613,Math,Core,51,2024-01-01
STU00614,Math,Core,11,2024-01-01
STU00615,Math,Core,28,2024-01-01
STU00616,Math,Core,35,2024-01-01
STU00617,Math,Core,0,2024-01-01
STU00618,Math,Core,36,2024-01-01
STU00619,Math,Core,31,2024-01-01
STU00620,Math,Core,19,2024-01-01
STU00621,Math,Core,42,2024-01-01
STU00622,Math,Core,38,2024-01-01
STU00623,Math,Core,42,2024-01-01
STU00624,Math,Core,37,2024-01-01
STU00625,Math,Core,60,2024-01-01
STU00626,Math,Core,83,2024-01-01
STU00627,Math,Core,86,2024-01-01
STU00628,Math,Core,92,2024-01-01
STU00629,Math,Core,20,2024-01-01
STU00630,Math,Core,92,2024-01-01
STU00631,Math,Core,94,2024-01-01
STU00632,Math,Core,75,2024-01-01
STU00633,Math,Core,16,2024-01-01
STU00634,Math,Core,13,2024-01-01
STU00635,Math,Core,55,2024-01-01
STU00636,Math,Core,34,2024-01-01
STU00637,Math,Core,41,2024-01-01
STU00638,Math,Core,59,2024-01-01
STU00639,Math,Core,44,2024-01-01
STU00640,Math,Core,83,2024-01-01
STU00641,Math,Core,45,2024-01-01
STU00642,Math,Core,0,2024-01-01
STU00643,Math,Core,20,2024-01-01
STU00644,Math,Core,94,2024-01-01
STU00645,Math,Core,6,2024-01-01
STU00646,Math,Core,91,2024-01-01
STU00647,Math,Core,91,2024-01-01
STU00648,Math,Core,93,2024-01-01
STU00649,Math,Core,68,2024-01-01
STU00650,Math,Core,74,2024-01-01
STU00651,Math,Core,94,2024-01-01
STU00652,Math,Core,82,2024-01-01
STU00653,Math,Core,28,2024-01-01
STU00654,Math,Core,15,2024-01-01
STU00655,Math,Core,16,2024-01-01
STU00656,Math,Core,82,2024-01-01
STU00657,Math,Core,3,2024-01-01
STU00658,Math,Core,79,2024-01-01
STU00659,Math,Core,95,2024-01-01
STU00660,Math,Core,81,2024-01-01
STU00661,Math,Core,40,2024-01-01
STU00662,Math,Core,17,2024-01-01
STU00663,Math,Core,55,2024-01-01
STU00664,Math,Core,28,2024-01-01
STU00665,Math,Core,47,2024-01-01
STU00666,Math,Core,38,2024-01-01
STU00667,Math,Core,53,2024-01-01
STU00668,Math,Core,93,2024-01-01
STU00669,Math,Core,67,2024-01-01
STU00670,Math,Core,43,2024-01-01
STU00671,Math,Core,11,2024-01-01
STU00672,Math,Core,24,2024-01-01
STU00673,Math,Core,82,2024-01-01
STU00674,Math,Core,92,2024-01-01
STU00675,Math,Core,70,2024-01-01
STU00676,Math,Core,10,2024-01-01
STU00677,Math,Core,52,2024-01-01
STU00678,Math,Core,61,2024-01-01
STU00679,Math,Core,14,2024-01-01
STU00680,Math,Core,57,2024-01-01
STU00681,Math,Core,2,2024-01-01
STU00682,Math,Core,73,2024-01-01
STU00683,Math,Core,84,2024-01-01
STU00684,Math,Core,80,2024-01-01
STU00685,Math,Core,89,2024-01-01
STU00686,Math,Core,73,2024-01-01
STU00687,Math,Core,32,2024-01-01
STU00688,Math,Core,0,2024-01-01
STU00689,Math,Core,68,2024-01-01
STU00690,Math,Core,48,2024-01-01
STU00691,Math,Core,69,2024-01-01
STU00692,Math,Core,77,2024-01-01
STU00693,Math,Core,49,2024-01-01
STU00694,Math,Core,20,2024-01-01
STU00695,Math,Core,98,2024-01-01
STU00696,Math,Core,7,2024-01-01
STU00697,Math,Core,90,2024-01-01
