STU061,Art,Elective,99.00
STU061,Music,Elective,98.00
STU060,Mathematics,Core,66.00
STU060,Physics,Core,66.00
STU060,Chemistry,Core,91.00
STU060,English,Core,72.00
STU060,Art,Elective,65.00
STU060,History,Elective,61.00
STU049,Mathematics,Core,85.00
STU049,Physics,Core,65.00
STU049,Chemistry,Core,84.00
STU049,English,Core,93.00
STU049,Computer Science,Elective,66.00
STU049,Music,Elective,76.00
STU048,Mathematics,Core,69.00
STU048,Physics,Core,61.00
STU048,Chemistry,Core,79.00
STU048,English,Core,74.00
STU048,History,Elective,72.00
STU048,Art,Elective,98.00
STU052,Mathematics,Core,96.00
STU052,Physics,Core,74.00
STU052,Chemistry,Core,88.00
STU052,English,Core,97.00
STU052,Music,Elective,95.00
STU052,Art,Elective,62.00
STU001,Chemistry,Core,45.00
STU001,Mathematics,Core,85.00
STU002,English,Core,92.00
STU003,Science,Core,78.00
STU004,History,Core,88.00
STU005,Music,Elective,95.00
STU006,Art,Elective,82.00
STU007,Physical Education,Elective,90.00
STU008,Mathematics,Core,75.00
STU009,English,Core,89.00
STU010,Science,Core,94.00
STU011,Computer Science,Elective,88.00
STU012,Physics,Core,76.00
STU013,Chemistry,Core,85.00
STU014,Biology,Core,91.00
STU015,Drama,Elective,83.00
STU016,Economics,Elective,79.00
STU017,Geography,Core,87.00
STU018,Literature,Core,93.00
STU019,French,Elective,80.00
STU020,Spanish,Elective,86.00
STU001,English,Core,88.00
STU002,Mathematics,Core,90.00
STU003,History,Core,82.00
STU004,Science,Core,85.00
STU005,Art,Elective,92.00
STU006,Music,Elective,85.00
STU007,Computer Science,Elective,88.00
STU008,English,Core,80.00
STU009,Mathematics,Core,91.00
STU010,History,Core,89.00
STU011,Physical Education,Elective,95.00
STU012,Chemistry,Core,78.00
STU013,Physics,Core,82.00
STU014,Geography,Core,88.00
STU015,Economics,Elective,85.00
STU016,Drama,Elective,80.00
STU017,Literature,Core,90.00
STU018,Geography,Core,92.00
STU019,Spanish,Elective,85.00
STU020,French,Elective,88.00
STU001,Science,Core,90.00
STU002,History,Core,85.00
STU003,English,Core,88.00
STU004,Mathematics,Core,92.00
STU005,Physical Education,Elective,88.00
STU006,Computer Science,Elective,90.00
STU007,Art,Elective,85.00
STU008,Science,Core,82.00
STU009,History,Core,88.00
STU010,English,Core,91.00
STU011,Music,Elective,85.00
STU012,Biology,Core,80.00
STU013,Geography,Core,88.00
STU014,Physics,Core,85.00
STU015,French,Elective,82.00
STU016,Spanish,Elective,88.00
STU017,Economics,Elective,90.00
STU018,Drama,Elective,85.00
STU019,Art,Elective,88.00
STU020,Music,Elective,92.00
STU001,Mathematics,Core,85.00
STU002,English,Core,92.00
STU003,Science,Core,78.00
STU004,History,Core,88.00
STU005,Music,Elective,95.00
STU006,Art,Elective,82.00
STU007,Physical Education,Elective,90.00
STU008,Mathematics,Core,75.00
STU009,English,Core,89.00
STU010,Science,Core,94.00
STU011,Computer Science,Elective,88.00
STU012,Physics,Core,76.00
STU013,Chemistry,Core,85.00
STU014,Biology,Core,91.00
STU015,Drama,Elective,83.00
STU016,Economics,Elective,79.00
STU017,Geography,Core,87.00
STU018,Literature,Core,93.00
STU019,French,Elective,80.00
STU020,Spanish,Elective,86.00
STU001,English,Core,88.00
STU002,Mathematics,Core,90.00
STU003,History,Core,82.00
STU004,Science,Core,85.00
STU005,Art,Elective,92.00
STU006,Music,Elective,85.00
STU007,Computer Science,Elective,88.00
STU008,English,Core,80.00
STU009,Mathematics,Core,91.00
STU010,History,Core,89.00
STU011,Physical Education,Elective,95.00
STU012,Chemistry,Core,78.00
STU013,Physics,Core,82.00
STU014,Geography,Core,88.00
STU015,Economics,Elective,85.00
STU016,Drama,Elective,80.00
STU017,Literature,Core,90.00
STU018,Geography,Core,92.00
STU019,Spanish,Elective,85.00
STU020,French,Elective,88.00
STU001,Science,Core,90.00
STU002,History,Core,85.00
STU003,English,Core,88.00
STU004,Mathematics,Core,92.00
STU005,Physical Education,Elective,88.00
STU006,Computer Science,Elective,90.00
STU007,Art,Elective,85.00
STU008,Science,Core,82.00
STU009,History,Core,88.00
STU010,English,Core,91.00
STU011,Music,Elective,85.00
STU012,Biology,Core,80.00
STU013,Geography,Core,88.00
STU014,Physics,Core,85.00
STU015,French,Elective,82.00
STU016,Spanish,Elective,88.00
STU017,Economics,Elective,90.00
STU018,Drama,Elective,85.00
STU019,Art,Elective,88.00
STU020,Music,Elective,92.00
